domainname,wallet,bid,blind
duiNewton,reppy,0.00,0.04
Newtondui,reppy,0.00,0.04
duiKansas,reppy,0.00,0.04
Kansasdui,reppy,0.00,0.04
duiOlathe,reppy,0.00,0.04
Olathedui,reppy,0.00,0.04
duiSalina,reppy,0.00,0.04
Salinadui,reppy,0.00,0.04
duiTopeka,reppy,0.00,0.04
Topekadui,reppy,0.00,0.04
duiHarlan,reppy,0.00,0.04
Harlandui,reppy,0.00,0.04
duiHazard,reppy,0.00,0.04
Hazarddui,reppy,0.00,0.04
duiGretna,reppy,0.00,0.04
Gretnadui,reppy,0.00,0.04
duiMonroe,reppy,0.00,0.04
Monroedui,reppy,0.00,0.04
duiRuston,reppy,0.00,0.04
Rustondui,reppy,0.00,0.04
duiBangor,reppy,0.00,0.04
Bangordui,reppy,0.00,0.04
duiCalais,reppy,0.00,0.04
Calaisdui,reppy,0.00,0.04
duiEaston,reppy,0.00,0.04
Eastondui,reppy,0.00,0.04
duiElkton,reppy,0.00,0.04
Elktondui,reppy,0.00,0.04
duiLaurel,reppy,0.00,0.04
Laureldui,reppy,0.00,0.04
duiTowson,reppy,0.00,0.04
Towsondui,reppy,0.00,0.04
duiBoston,reppy,0.00,0.04
Bostondui,reppy,0.00,0.04
duiBourne,reppy,0.00,0.04
Bournedui,reppy,0.00,0.04
duiDedham,reppy,0.00,0.04
Dedhamdui,reppy,0.00,0.04
duiDennis,reppy,0.00,0.04
Dennisdui,reppy,0.00,0.04
duiLowell,reppy,0.00,0.04
Lowelldui,reppy,0.00,0.04
duiLudlow,reppy,0.00,0.04
Ludlowdui,reppy,0.00,0.04
duiMalden,reppy,0.00,0.04
Maldendui,reppy,0.00,0.04
duiMilton,reppy,0.00,0.04
Miltondui,reppy,0.00,0.04
duiNahant,reppy,0.00,0.04
Nahantdui,reppy,0.00,0.04
duiNatick,reppy,0.00,0.04
Natickdui,reppy,0.00,0.04
duiNorton,reppy,0.00,0.04
Nortondui,reppy,0.00,0.04
duiRevere,reppy,0.00,0.04
Reveredui,reppy,0.00,0.04
duiSaugus,reppy,0.00,0.04
Saugusdui,reppy,0.00,0.04
duiWoburn,reppy,0.00,0.04
Woburndui,reppy,0.00,0.04
duiAdrian,reppy,0.00,0.04
Adriandui,reppy,0.00,0.04
duiEcorse,reppy,0.00,0.04
Ecorsedui,reppy,0.00,0.04
duiWarren,reppy,0.00,0.04
Warrendui,reppy,0.00,0.04
duiAustin,reppy,0.00,0.04
Austindui,reppy,0.00,0.04
duiDuluth,reppy,0.00,0.04
Duluthdui,reppy,0.00,0.04
duiWinona,reppy,0.00,0.04
Winonadui,reppy,0.00,0.04
duiBiloxi,reppy,0.00,0.04
Biloxidui,reppy,0.00,0.04
duiOxford,reppy,0.00,0.04
Oxforddui,reppy,0.00,0.04
duiTupelo,reppy,0.00,0.04
Tupelodui,reppy,0.00,0.04
duiFulton,reppy,0.00,0.04
Fultondui,reppy,0.00,0.04
duiJoplin,reppy,0.00,0.04
Joplindui,reppy,0.00,0.04
duiMexico,reppy,0.00,0.04
Mexicodui,reppy,0.00,0.04
duiMonett,reppy,0.00,0.04
Monettdui,reppy,0.00,0.04
duiNeosho,reppy,0.00,0.04
Neoshodui,reppy,0.00,0.04
duiDillon,reppy,0.00,0.04
Dillondui,reppy,0.00,0.04
duiMcCook,reppy,0.00,0.04
McCookdui,reppy,0.00,0.04
duiMinden,reppy,0.00,0.04
Mindendui,reppy,0.00,0.04
duiSidney,reppy,0.00,0.04
Sidneydui,reppy,0.00,0.04
duiNevada,reppy,0.00,0.04
Nevadadui,reppy,0.00,0.04
duiFallon,reppy,0.00,0.04
Fallondui,reppy,0.00,0.04
duiSparks,reppy,0.00,0.04
Sparksdui,reppy,0.00,0.04
duiDurham,reppy,0.00,0.04
Durhamdui,reppy,0.00,0.04
duiExeter,reppy,0.00,0.04
Exeterdui,reppy,0.00,0.04
duiNashua,reppy,0.00,0.04
Nashuadui,reppy,0.00,0.04
duiEdison,reppy,0.00,0.04
Edisondui,reppy,0.00,0.04
duiTotowa,reppy,0.00,0.04
Totowadui,reppy,0.00,0.04
duiClovis,reppy,0.00,0.04
Clovisdui,reppy,0.00,0.04
duiDeming,reppy,0.00,0.04
Demingdui,reppy,0.00,0.04
duiGallup,reppy,0.00,0.04
Gallupdui,reppy,0.00,0.04
duiGrants,reppy,0.00,0.04
Grantsdui,reppy,0.00,0.04
duiBeacon,reppy,0.00,0.04
Beacondui,reppy,0.00,0.04
duiCohoes,reppy,0.00,0.04
Cohoesdui,reppy,0.00,0.04
duiElmira,reppy,0.00,0.04
Elmiradui,reppy,0.00,0.04
duiHarlem,reppy,0.00,0.04
Harlemdui,reppy,0.00,0.04
duiHudson,reppy,0.00,0.04
Hudsondui,reppy,0.00,0.04
duiIthaca,reppy,0.00,0.04
Ithacadui,reppy,0.00,0.04
duiOneida,reppy,0.00,0.04
Oneidadui,reppy,0.00,0.04
duiOswego,reppy,0.00,0.04
Oswegodui,reppy,0.00,0.04
duiQueens,reppy,0.00,0.04
Queensdui,reppy,0.00,0.04
duiShelby,reppy,0.00,0.04
Shelbydui,reppy,0.00,0.04
duiWilson,reppy,0.00,0.04
Wilsondui,reppy,0.00,0.04
duiMandan,reppy,0.00,0.04
Mandandui,reppy,0.00,0.04
duiDayton,reppy,0.00,0.04
Daytondui,reppy,0.00,0.04
duiElyria,reppy,0.00,0.04
Elyriadui,reppy,0.00,0.04
duiEuclid,reppy,0.00,0.04
Eucliddui,reppy,0.00,0.04
duiLorain,reppy,0.00,0.04
Loraindui,reppy,0.00,0.04
duiMentor,reppy,0.00,0.04
Mentordui,reppy,0.00,0.04
duiTiffin,reppy,0.00,0.04
Tiffindui,reppy,0.00,0.04
duiToledo,reppy,0.00,0.04
Toledodui,reppy,0.00,0.04
duiDuncan,reppy,0.00,0.04
Duncandui,reppy,0.00,0.04
duiDurant,reppy,0.00,0.04
Durantdui,reppy,0.00,0.04
duiEdmond,reppy,0.00,0.04
Edmonddui,reppy,0.00,0.04
duiGuymon,reppy,0.00,0.04
Guymondui,reppy,0.00,0.04
duiLawton,reppy,0.00,0.04
Lawtondui,reppy,0.00,0.04
duiNorman,reppy,0.00,0.04
Normandui,reppy,0.00,0.04
duiVinita,reppy,0.00,0.04
Vinitadui,reppy,0.00,0.04
duiWewoka,reppy,0.00,0.04
Wewokadui,reppy,0.00,0.04
duiEugene,reppy,0.00,0.04
Eugenedui,reppy,0.00,0.04
duiSharon,reppy,0.00,0.04
Sharondui,reppy,0.00,0.04
duiSumter,reppy,0.00,0.04
Sumterdui,reppy,0.00,0.04
duiCuster,reppy,0.00,0.04
Custerdui,reppy,0.00,0.04
duiPierre,reppy,0.00,0.04
Pierredui,reppy,0.00,0.04
duiNorris,reppy,0.00,0.04
Norrisdui,reppy,0.00,0.04
duiAlpine,reppy,0.00,0.04
Alpinedui,reppy,0.00,0.04
duiBorger,reppy,0.00,0.04
Borgerdui,reppy,0.00,0.04
duiCanyon,reppy,0.00,0.04
Canyondui,reppy,0.00,0.04
duiDallas,reppy,0.00,0.04
Dallasdui,reppy,0.00,0.04
duiDenton,reppy,0.00,0.04
Dentondui,reppy,0.00,0.04
duiGoliad,reppy,0.00,0.04
Goliaddui,reppy,0.00,0.04
duiIrving,reppy,0.00,0.04
Irvingdui,reppy,0.00,0.04
duiLaredo,reppy,0.00,0.04
Laredodui,reppy,0.00,0.04
duiLufkin,reppy,0.00,0.04
Lufkindui,reppy,0.00,0.04
duiOdessa,reppy,0.00,0.04
Odessadui,reppy,0.00,0.04
duiTemple,reppy,0.00,0.04
Templedui,reppy,0.00,0.04
duiUvalde,reppy,0.00,0.04
Uvaldedui,reppy,0.00,0.04
duiYsleta,reppy,0.00,0.04
Ysletadui,reppy,0.00,0.04
duiLayton,reppy,0.00,0.04
Laytondui,reppy,0.00,0.04
duiMurray,reppy,0.00,0.04
Murraydui,reppy,0.00,0.04
duiPayson,reppy,0.00,0.04
Paysondui,reppy,0.00,0.04
duiTooele,reppy,0.00,0.04
Tooeledui,reppy,0.00,0.04
duiVernal,reppy,0.00,0.04
Vernaldui,reppy,0.00,0.04
duiReston,reppy,0.00,0.04
Restondui,reppy,0.00,0.04
duiRenton,reppy,0.00,0.04
Rentondui,reppy,0.00,0.04
duiTacoma,reppy,0.00,0.04
Tacomadui,reppy,0.00,0.04
duiYakima,reppy,0.00,0.04
Yakimadui,reppy,0.00,0.04
duiElkins,reppy,0.00,0.04
Elkinsdui,reppy,0.00,0.04
duiHinton,reppy,0.00,0.04
Hintondui,reppy,0.00,0.04
duiKeyser,reppy,0.00,0.04
Keyserdui,reppy,0.00,0.04
duiRomney,reppy,0.00,0.04
Romneydui,reppy,0.00,0.04
duiWeston,reppy,0.00,0.04
Westondui,reppy,0.00,0.04
duiBeloit,reppy,0.00,0.04
Beloitdui,reppy,0.00,0.04
duiNeenah,reppy,0.00,0.04
Neenahdui,reppy,0.00,0.04
duiOconto,reppy,0.00,0.04
Ocontodui,reppy,0.00,0.04
duiRacine,reppy,0.00,0.04
Racinedui,reppy,0.00,0.04
duiWausau,reppy,0.00,0.04
Wausaudui,reppy,0.00,0.04
duiCasper,reppy,0.00,0.04
Casperdui,reppy,0.00,0.04
duiLander,reppy,0.00,0.04
Landerdui,reppy,0.00,0.04
duiPowell,reppy,0.00,0.04
Powelldui,reppy,0.00,0.04
duiDeLand,reppy,0.00,0.04
DeLanddui,reppy,0.00,0.04
duiNewUlm,reppy,0.00,0.04
NewUlmdui,reppy,0.00,0.04
duiElReno,reppy,0.00,0.04
ElRenodui,reppy,0.00,0.04
duiDeSmet,reppy,0.00,0.04
DeSmetdui,reppy,0.00,0.04
duiDelRio,reppy,0.00,0.04
DelRiodui,reppy,0.00,0.04
duiElPaso,reppy,0.00,0.04
ElPasodui,reppy,0.00,0.04
FortPayne,reppy,0.00,0.04
FortSmith,reppy,0.00,0.04
PineBluff,reppy,0.00,0.04
BuenaPark,reppy,0.00,0.04
CostaMesa,reppy,0.00,0.04
ElCerrito,reppy,0.00,0.04
LongBeach,reppy,0.00,0.04
MenloPark,reppy,0.00,0.04
SanMarino,reppy,0.00,0.04
SanRafael,reppy,0.00,0.04
SanSimeon,reppy,0.00,0.04
SantaCruz,reppy,0.00,0.04
SantaRosa,reppy,0.00,0.04
CanonCity,reppy,0.00,0.04
EstesPark,reppy,0.00,0.04
EastHaven,reppy,0.00,0.04
NewLondon,reppy,0.00,0.04
WestHaven,reppy,0.00,0.04
BocaRaton,reppy,0.00,0.04
CapeCoral,reppy,0.00,0.04
FortMyers,reppy,0.00,0.04
LakeWales,reppy,0.00,0.04
PalmBeach,reppy,0.00,0.04
EastPoint,reppy,0.00,0.04
IdahoCity,reppy,0.00,0.04
SunValley,reppy,0.00,0.04
TwinFalls,reppy,0.00,0.04
GlenEllyn,reppy,0.00,0.04
ParkRidge,reppy,0.00,0.04
WoodRiver,reppy,0.00,0.04
FortWayne,reppy,0.00,0.04
NewAlbany,reppy,0.00,0.04
SouthBend,reppy,0.00,0.04
DesMoines,reppy,0.00,0.04
FortDodge,reppy,0.00,0.04
MasonCity,reppy,0.00,0.04
SiouxCity,reppy,0.00,0.04
DodgeCity,reppy,0.00,0.04
FortScott,reppy,0.00,0.04
GreatBend,reppy,0.00,0.04
NewIberia,reppy,0.00,0.04
BarHarbor,reppy,0.00,0.04
OceanCity,reppy,0.00,0.04
FallRiver,reppy,0.00,0.04
WoodsHole,reppy,0.00,0.04
PortHuron,reppy,0.00,0.04
AlbertLea,reppy,0.00,0.04
SaintPaul,reppy,0.00,0.04
WestPoint,reppy,0.00,0.04
YazooCity,reppy,0.00,0.04
NewMadrid,reppy,0.00,0.04
MilesCity,reppy,0.00,0.04
UnionCity,reppy,0.00,0.04
LasCruces,reppy,0.00,0.04
LosAlamos,reppy,0.00,0.04
GreatNeck,reppy,0.00,0.04
OysterBay,reppy,0.00,0.04
SagHarbor,reppy,0.00,0.04
HighPoint,reppy,0.00,0.04
KittyHawk,reppy,0.00,0.04
PoncaCity,reppy,0.00,0.04
BakerCity,reppy,0.00,0.04
HoodRiver,reppy,0.00,0.04
TheDalles,reppy,0.00,0.04
JimThorpe,reppy,0.00,0.04
LockHaven,reppy,0.00,0.04
RapidCity,reppy,0.00,0.04
BigSpring,reppy,0.00,0.04
EaglePass,reppy,0.00,0.04
FortWorth,reppy,0.00,0.04
SanAngelo,reppy,0.00,0.04
SanFelipe,reppy,0.00,0.04
SanMarcos,reppy,0.00,0.04
TexasCity,reppy,0.00,0.04
CedarCity,reppy,0.00,0.04
HeberCity,reppy,0.00,0.04
NewMarket,reppy,0.00,0.04
CouleeDam,reppy,0.00,0.04
MosesLake,reppy,0.00,0.04
OakHarbor,reppy,0.00,0.04
EauClaire,reppy,0.00,0.04
NewGlarus,reppy,0.00,0.04
WestAllis,reppy,0.00,0.04
FondduLac,reppy,0.00,0.04
dwiAlabama,reppy,0.00,0.04
Alabamadwi,reppy,0.00,0.04
dwiClanton,reppy,0.00,0.04
Clantondwi,reppy,0.00,0.04
dwiCullman,reppy,0.00,0.04
Cullmandwi,reppy,0.00,0.04
dwiDecatur,reppy,0.00,0.04
Decaturdwi,reppy,0.00,0.04
dwiEufaula,reppy,0.00,0.04
Eufauladwi,reppy,0.00,0.04
dwiGadsden,reppy,0.00,0.04
Gadsdendwi,reppy,0.00,0.04
dwiOpelika,reppy,0.00,0.04
Opelikadwi,reppy,0.00,0.04
dwiCordova,reppy,0.00,0.04
Cordovadwi,reppy,0.00,0.04
dwiSkagway,reppy,0.00,0.04
Skagwaydwi,reppy,0.00,0.04
dwiArizona,reppy,0.00,0.04
Arizonadwi,reppy,0.00,0.04
dwiClifton,reppy,0.00,0.04
Cliftondwi,reppy,0.00,0.04
dwiDouglas,reppy,0.00,0.04
Douglasdwi,reppy,0.00,0.04
dwiKingman,reppy,0.00,0.04
Kingmandwi,reppy,0.00,0.04
dwiNogales,reppy,0.00,0.04
Nogalesdwi,reppy,0.00,0.04
dwiPhoenix,reppy,0.00,0.04
Phoenixdwi,reppy,0.00,0.04
dwiWinslow,reppy,0.00,0.04
Winslowdwi,reppy,0.00,0.04
dwiNewport,reppy,0.00,0.04
Newportdwi,reppy,0.00,0.04
dwiOsceola,reppy,0.00,0.04
Osceoladwi,reppy,0.00,0.04
dwiAlameda,reppy,0.00,0.04
Alamedadwi,reppy,0.00,0.04
dwiAnaheim,reppy,0.00,0.04
Anaheimdwi,reppy,0.00,0.04
dwiAntioch,reppy,0.00,0.04
Antiochdwi,reppy,0.00,0.04
dwiArcadia,reppy,0.00,0.04
Arcadiadwi,reppy,0.00,0.04
dwiBarstow,reppy,0.00,0.04
Barstowdwi,reppy,0.00,0.04
dwiBelmont,reppy,0.00,0.04
Belmontdwi,reppy,0.00,0.04
dwiBurbank,reppy,0.00,0.04
Burbankdwi,reppy,0.00,0.04
dwiCompton,reppy,0.00,0.04
Comptondwi,reppy,0.00,0.04
dwiConcord,reppy,0.00,0.04
Concorddwi,reppy,0.00,0.04
dwiFontana,reppy,0.00,0.04
Fontanadwi,reppy,0.00,0.04
dwiFremont,reppy,0.00,0.04
Fremontdwi,reppy,0.00,0.04
dwiHayward,reppy,0.00,0.04
Haywarddwi,reppy,0.00,0.04
dwiModesto,reppy,0.00,0.04
Modestodwi,reppy,0.00,0.04
dwiNeedles,reppy,0.00,0.04
Needlesdwi,reppy,0.00,0.04
dwiNorwalk,reppy,0.00,0.04
Norwalkdwi,reppy,0.00,0.04
dwiOakland,reppy,0.00,0.04
Oaklanddwi,reppy,0.00,0.04
dwiOntario,reppy,0.00,0.04
Ontariodwi,reppy,0.00,0.04
dwiRedding,reppy,0.00,0.04
Reddingdwi,reppy,0.00,0.04
dwiSalinas,reppy,0.00,0.04
Salinasdwi,reppy,0.00,0.04
dwiTurlock,reppy,0.00,0.04
Turlockdwi,reppy,0.00,0.04
dwiVallejo,reppy,0.00,0.04
Vallejodwi,reppy,0.00,0.04
dwiVentura,reppy,0.00,0.04
Venturadwi,reppy,0.00,0.04
dwiVisalia,reppy,0.00,0.04
Visaliadwi,reppy,0.00,0.04
dwiAlamosa,reppy,0.00,0.04
Alamosadwi,reppy,0.00,0.04
dwiBoulder,reppy,0.00,0.04
Boulderdwi,reppy,0.00,0.04
dwiDurango,reppy,0.00,0.04
Durangodwi,reppy,0.00,0.04
dwiGreeley,reppy,0.00,0.04
Greeleydwi,reppy,0.00,0.04
dwiAnsonia,reppy,0.00,0.04
Ansoniadwi,reppy,0.00,0.04
dwiBristol,reppy,0.00,0.04
Bristoldwi,reppy,0.00,0.04
dwiDanbury,reppy,0.00,0.04
Danburydwi,reppy,0.00,0.04
dwiEnfield,reppy,0.00,0.04
Enfielddwi,reppy,0.00,0.04
dwiLebanon,reppy,0.00,0.04
Lebanondwi,reppy,0.00,0.04
dwiMeriden,reppy,0.00,0.04
Meridendwi,reppy,0.00,0.04
dwiMilford,reppy,0.00,0.04
Milforddwi,reppy,0.00,0.04
dwiNorwich,reppy,0.00,0.04
Norwichdwi,reppy,0.00,0.04
dwiSeymour,reppy,0.00,0.04
Seymourdwi,reppy,0.00,0.04
dwiShelton,reppy,0.00,0.04
Sheltondwi,reppy,0.00,0.04
dwiWindham,reppy,0.00,0.04
Windhamdwi,reppy,0.00,0.04
dwiWindsor,reppy,0.00,0.04
Windsordwi,reppy,0.00,0.04
dwiWinsted,reppy,0.00,0.04
Winsteddwi,reppy,0.00,0.04
dwiFlorida,reppy,0.00,0.04
Floridadwi,reppy,0.00,0.04
dwiHialeah,reppy,0.00,0.04
Hialeahdwi,reppy,0.00,0.04
dwiOrlando,reppy,0.00,0.04
Orlandodwi,reppy,0.00,0.04
dwiPalatka,reppy,0.00,0.04
Palatkadwi,reppy,0.00,0.04
dwiSanford,reppy,0.00,0.04
Sanforddwi,reppy,0.00,0.04
dwiSebring,reppy,0.00,0.04
Sebringdwi,reppy,0.00,0.04
dwiGeorgia,reppy,0.00,0.04
Georgiadwi,reppy,0.00,0.04
dwiAtlanta,reppy,0.00,0.04
Atlantadwi,reppy,0.00,0.04
dwiAugusta,reppy,0.00,0.04
Augustadwi,reppy,0.00,0.04
dwiCalhoun,reppy,0.00,0.04
Calhoundwi,reppy,0.00,0.04
dwiHanalei,reppy,0.00,0.04
Hanaleidwi,reppy,0.00,0.04
dwiKahului,reppy,0.00,0.04
Kahuluidwi,reppy,0.00,0.04
dwiKaneohe,reppy,0.00,0.04
Kaneohedwi,reppy,0.00,0.04
dwiLahaina,reppy,0.00,0.04
Lahainadwi,reppy,0.00,0.04
dwiWahiawa,reppy,0.00,0.04
Wahiawadwi,reppy,0.00,0.04
dwiWailuku,reppy,0.00,0.04
Wailukudwi,reppy,0.00,0.04
dwiKellogg,reppy,0.00,0.04
Kelloggdwi,reppy,0.00,0.04
dwiRexburg,reppy,0.00,0.04
Rexburgdwi,reppy,0.00,0.04
dwiCahokia,reppy,0.00,0.04
Cahokiadwi,reppy,0.00,0.04
dwiChester,reppy,0.00,0.04
Chesterdwi,reppy,0.00,0.04
dwiChicago,reppy,0.00,0.04
Chicagodwi,reppy,0.00,0.04
dwiKewanee,reppy,0.00,0.04
Kewaneedwi,reppy,0.00,0.04
dwiLincoln,reppy,0.00,0.04
Lincolndwi,reppy,0.00,0.04
dwiLombard,reppy,0.00,0.04
Lombarddwi,reppy,0.00,0.04
dwiMattoon,reppy,0.00,0.04
Mattoondwi,reppy,0.00,0.04
dwiPontiac,reppy,0.00,0.04
Pontiacdwi,reppy,0.00,0.04
dwiRantoul,reppy,0.00,0.04
Rantouldwi,reppy,0.00,0.04
dwiWheaton,reppy,0.00,0.04
Wheatondwi,reppy,0.00,0.04
dwiIndiana,reppy,0.00,0.04
Indianadwi,reppy,0.00,0.04
dwiBedford,reppy,0.00,0.04
Bedforddwi,reppy,0.00,0.04
dwiCorydon,reppy,0.00,0.04
Corydondwi,reppy,0.00,0.04
dwiElkhart,reppy,0.00,0.04
Elkhartdwi,reppy,0.00,0.04
dwiHammond,reppy,0.00,0.04
Hammonddwi,reppy,0.00,0.04
dwiMadison,reppy,0.00,0.04
Madisondwi,reppy,0.00,0.04
dwiClinton,reppy,0.00,0.04
Clintondwi,reppy,0.00,0.04
dwiDubuque,reppy,0.00,0.04
Dubuquedwi,reppy,0.00,0.04
dwiOttumwa,reppy,0.00,0.04
Ottumwadwi,reppy,0.00,0.04
dwiAbilene,reppy,0.00,0.04
Abilenedwi,reppy,0.00,0.04
dwiChanute,reppy,0.00,0.04
Chanutedwi,reppy,0.00,0.04
dwiEmporia,reppy,0.00,0.04
Emporiadwi,reppy,0.00,0.04
dwiLiberal,reppy,0.00,0.04
Liberaldwi,reppy,0.00,0.04
dwiShawnee,reppy,0.00,0.04
Shawneedwi,reppy,0.00,0.04
dwiWichita,reppy,0.00,0.04
Wichitadwi,reppy,0.00,0.04
dwiAshland,reppy,0.00,0.04
Ashlanddwi,reppy,0.00,0.04
dwiPaducah,reppy,0.00,0.04
Paducahdwi,reppy,0.00,0.04
dwiBastrop,reppy,0.00,0.04
Bastropdwi,reppy,0.00,0.04
dwiBelfast,reppy,0.00,0.04
Belfastdwi,reppy,0.00,0.04
dwiCaribou,reppy,0.00,0.04
Cariboudwi,reppy,0.00,0.04
dwiCastine,reppy,0.00,0.04
Castinedwi,reppy,0.00,0.04
dwiHoulton,reppy,0.00,0.04
Houltondwi,reppy,0.00,0.04
dwiKittery,reppy,0.00,0.04
Kitterydwi,reppy,0.00,0.04
dwiMachias,reppy,0.00,0.04
Machiasdwi,reppy,0.00,0.04
dwiRumford,reppy,0.00,0.04
Rumforddwi,reppy,0.00,0.04
dwiAmherst,reppy,0.00,0.04
Amherstdwi,reppy,0.00,0.04
dwiAndover,reppy,0.00,0.04
Andoverdwi,reppy,0.00,0.04
dwiBeverly,reppy,0.00,0.04
Beverlydwi,reppy,0.00,0.04
dwiChelsea,reppy,0.00,0.04
Chelseadwi,reppy,0.00,0.04
dwiDanvers,reppy,0.00,0.04
Danversdwi,reppy,0.00,0.04
dwiDuxbury,reppy,0.00,0.04
Duxburydwi,reppy,0.00,0.04
dwiEastham,reppy,0.00,0.04
Easthamdwi,reppy,0.00,0.04
dwiEverett,reppy,0.00,0.04
Everettdwi,reppy,0.00,0.04
dwiHarwich,reppy,0.00,0.04
Harwichdwi,reppy,0.00,0.04
dwiHingham,reppy,0.00,0.04
Hinghamdwi,reppy,0.00,0.04
dwiHolyoke,reppy,0.00,0.04
Holyokedwi,reppy,0.00,0.04
dwiHyannis,reppy,0.00,0.04
Hyannisdwi,reppy,0.00,0.04
dwiIpswich,reppy,0.00,0.04
Ipswichdwi,reppy,0.00,0.04
dwiMedford,reppy,0.00,0.04
Medforddwi,reppy,0.00,0.04
dwiNorwood,reppy,0.00,0.04
Norwooddwi,reppy,0.00,0.04
dwiPeabody,reppy,0.00,0.04
Peabodydwi,reppy,0.00,0.04
dwiSudbury,reppy,0.00,0.04
Sudburydwi,reppy,0.00,0.04
dwiTaunton,reppy,0.00,0.04
Tauntondwi,reppy,0.00,0.04
dwiWebster,reppy,0.00,0.04
Websterdwi,reppy,0.00,0.04
dwiWhitman,reppy,0.00,0.04
Whitmandwi,reppy,0.00,0.04
dwiDetroit,reppy,0.00,0.04
Detroitdwi,reppy,0.00,0.04
dwiHancock,reppy,0.00,0.04
Hancockdwi,reppy,0.00,0.04
dwiHolland,reppy,0.00,0.04
Hollanddwi,reppy,0.00,0.04
dwiJackson,reppy,0.00,0.04
Jacksondwi,reppy,0.00,0.04
dwiLansing,reppy,0.00,0.04
Lansingdwi,reppy,0.00,0.04
dwiLivonia,reppy,0.00,0.04
Livoniadwi,reppy,0.00,0.04
dwiMidland,reppy,0.00,0.04
Midlanddwi,reppy,0.00,0.04
dwiSaginaw,reppy,0.00,0.04
Saginawdwi,reppy,0.00,0.04
dwiTrenton,reppy,0.00,0.04
Trentondwi,reppy,0.00,0.04
dwiBemidji,reppy,0.00,0.04
Bemidjidwi,reppy,0.00,0.04
dwiEveleth,reppy,0.00,0.04
Evelethdwi,reppy,0.00,0.04
dwiHibbing,reppy,0.00,0.04
Hibbingdwi,reppy,0.00,0.04
dwiMankato,reppy,0.00,0.04
Mankatodwi,reppy,0.00,0.04
dwiWillmar,reppy,0.00,0.04
Willmardwi,reppy,0.00,0.04
dwiCorinth,reppy,0.00,0.04
Corinthdwi,reppy,0.00,0.04
dwiGrenada,reppy,0.00,0.04
Grenadadwi,reppy,0.00,0.04
dwiNatchez,reppy,0.00,0.04
Natchezdwi,reppy,0.00,0.04
dwiBranson,reppy,0.00,0.04
Bransondwi,reppy,0.00,0.04
dwiClayton,reppy,0.00,0.04
Claytondwi,reppy,0.00,0.04
dwiSedalia,reppy,0.00,0.04
Sedaliadwi,reppy,0.00,0.04
dwiMontana,reppy,0.00,0.04
Montanadwi,reppy,0.00,0.04
dwiBozeman,reppy,0.00,0.04
Bozemandwi,reppy,0.00,0.04
dwiChadron,reppy,0.00,0.04
Chadrondwi,reppy,0.00,0.04
dwiKearney,reppy,0.00,0.04
Kearneydwi,reppy,0.00,0.04
dwiNorfolk,reppy,0.00,0.04
Norfolkdwi,reppy,0.00,0.04
dwiHanover,reppy,0.00,0.04
Hanoverdwi,reppy,0.00,0.04
dwiLaconia,reppy,0.00,0.04
Laconiadwi,reppy,0.00,0.04
dwiBayonne,reppy,0.00,0.04
Bayonnedwi,reppy,0.00,0.04
dwiHoboken,reppy,0.00,0.04
Hobokendwi,reppy,0.00,0.04
dwiPassaic,reppy,0.00,0.04
Passaicdwi,reppy,0.00,0.04
dwiRoselle,reppy,0.00,0.04
Roselledwi,reppy,0.00,0.04
dwiArtesia,reppy,0.00,0.04
Artesiadwi,reppy,0.00,0.04
dwiRoswell,reppy,0.00,0.04
Roswelldwi,reppy,0.00,0.04
dwiSocorro,reppy,0.00,0.04
Socorrodwi,reppy,0.00,0.04
dwiBabylon,reppy,0.00,0.04
Babylondwi,reppy,0.00,0.04
dwiBatavia,reppy,0.00,0.04
Bataviadwi,reppy,0.00,0.04
dwiBuffalo,reppy,0.00,0.04
Buffalodwi,reppy,0.00,0.04
dwiCorning,reppy,0.00,0.04
Corningdwi,reppy,0.00,0.04
dwiDunkirk,reppy,0.00,0.04
Dunkirkdwi,reppy,0.00,0.04
dwiMassena,reppy,0.00,0.04
Massenadwi,reppy,0.00,0.04
dwiMineola,reppy,0.00,0.04
Mineoladwi,reppy,0.00,0.04
dwiOneonta,reppy,0.00,0.04
Oneontadwi,reppy,0.00,0.04
dwiPalmyra,reppy,0.00,0.04
Palmyradwi,reppy,0.00,0.04
dwiPotsdam,reppy,0.00,0.04
Potsdamdwi,reppy,0.00,0.04
dwiYonkers,reppy,0.00,0.04
Yonkersdwi,reppy,0.00,0.04
dwiEdenton,reppy,0.00,0.04
Edentondwi,reppy,0.00,0.04
dwiHalifax,reppy,0.00,0.04
Halifaxdwi,reppy,0.00,0.04
dwiHickory,reppy,0.00,0.04
Hickorydwi,reppy,0.00,0.04
dwiKinston,reppy,0.00,0.04
Kinstondwi,reppy,0.00,0.04
dwiRaleigh,reppy,0.00,0.04
Raleighdwi,reppy,0.00,0.04
dwiFindlay,reppy,0.00,0.04
Findlaydwi,reppy,0.00,0.04
dwiOberlin,reppy,0.00,0.04
Oberlindwi,reppy,0.00,0.04
dwiWooster,reppy,0.00,0.04
Woosterdwi,reppy,0.00,0.04
dwiArdmore,reppy,0.00,0.04
Ardmoredwi,reppy,0.00,0.04
dwiBethany,reppy,0.00,0.04
Bethanydwi,reppy,0.00,0.04
dwiCushing,reppy,0.00,0.04
Cushingdwi,reppy,0.00,0.04
dwiGuthrie,reppy,0.00,0.04
Guthriedwi,reppy,0.00,0.04
